Best_Mag	Petro_Mag_g	Difference	My_RA	CSC_RA	My_DEC	CSC_DEC
18	17	0	114	233	15	4
18	17	0	114	234	15	12
18	17	0	114	240	15	8
18	17	0	114	159	15	5
18	17	0	114	245	15	5
18	17	0	114	158	15	12
18	17	0	114	161	15	7
18	17	0	114	169	15	11
18	17	0	114	162	15	7
18	17	0	114	162	15	6
18	17	0	114	238	15	5
18	17	0	114	170	15	14
18	17	0	114	170	15	12
18	17	0	114	161	15	13
18	17	0	114	159	15	5
18	17	0	114	143	15	11
18	17	0	114	156	15	14
18	17	0	114	153	15	9
18	17	0	114	157	15	9
18	17	0	114	155	15	5
18	17	0	114	155	15	12
18	17	0	114	155	15	11
18	17	0	114	149	15	10
18	17	0	114	155	15	9
18	17	0	114	243	15	10
18	17	0	114	137	15	10
18	17	0	114	237	15	7
18	17	0	114	213	15	13
18	17	0	114	133	15	14
18	17	0	114	213	15	6
18	17	0	114	134	15	4
18	17	0	114	215	15	14
18	17	0	114	215	15	8
18	17	0	114	214	15	12
18	17	0	114	212	15	12
18	17	0	114	231	15	15
18	17	0	114	211	15	13
18	17	0	114	218	15	6
18	17	0	114	210	15	9
18	17	0	114	214	15	15
18	17	0	114	212	15	7
18	17	0	114	216	15	15
18	17	0	114	139	15	13
18	17	0	114	203	15	9
18	17	0	114	120	15	9
18	17	0	114	212	15	9
18	17	0	114	211	15	9
18	17	0	114	211	15	14
18	17	0	114	120	15	11
18	17	0	114	218	15	11
18	17	0	114	197	15	5
18	17	0	114	218	15	11
18	17	0	114	121	15	4
18	17	0	114	122	15	4
18	17	0	114	131	15	12
18	17	0	114	142	15	5
18	17	0	114	214	15	6
18	17	0	114	147	15	8
18	17	0	114	149	15	7
18	17	0	114	152	15	12
18	17	0	114	218	15	14
18	17	0	114	239	15	15
18	17	0	114	238	15	8
18	17	0	114	230	15	13
18	17	0	114	200	15	13
18	17	0	114	131	15	9
18	17	0	114	221	15	12
18	17	0	114	218	15	10
18	17	0	114	218	15	9
18	17	0	114	203	15	8
18	17	0	114	210	15	8
18	17	0	114	204	15	6
18	17	0	114	209	15	4
18	17	0	114	209	15	15
18	17	0	114	138	15	12
18	17	0	114	206	15	5
18	17	0	114	205	15	11
18	17	0	114	217	15	11
18	17	0	114	211	15	13
18	17	0	114	210	15	9
18	17	0	114	208	15	7
18	17	0	114	228	15	15
18	17	0	114	135	15	8
18	17	0	114	227	15	4
18	17	0	114	208	15	15
18	17	0	114	198	15	7
18	17	0	114	140	15	14
18	17	0	114	237	15	14
18	17	0	114	209	15	13
18	17	0	114	204	15	12
18	17	0	114	237	15	12
18	17	0	114	210	15	5
18	17	0	114	204	15	14
18	17	0	114	211	15	15
18	17	0	114	224	15	5
18	17	0	114	131	15	4
18	17	0	114	199	15	4
18	17	0	114	210	15	9
18	17	0	114	209	15	8
18	17	0	114	149	15	13
18	17	0	114	179	15	8
18	17	0	114	179	15	14
18	17	0	114	179	15	6
18	17	0	114	177	15	12
18	17	0	114	178	15	4
18	17	0	114	204	15	7
18	17	0	114	131	15	13
18	17	0	114	131	15	6
18	17	0	114	204	15	5
18	17	0	114	177	15	15
18	17	0	114	166	15	8
18	17	0	114	197	15	6
18	17	0	114	167	15	5
18	17	0	114	158	15	8
18	17	0	114	178	15	4
18	17	0	114	138	15	13
18	17	0	114	210	15	8
18	17	0	114	162	15	6
18	17	0	114	161	15	9
18	17	0	114	148	15	12
18	17	0	114	175	15	15
18	17	0	114	170	15	12
18	17	0	114	162	15	8
18	17	0	114	162	15	9
18	17	0	114	162	15	5
18	17	0	114	131	15	15
18	17	0	114	161	15	8
18	17	0	114	147	15	11
18	17	0	114	234	15	7
18	17	0	114	218	15	13
18	17	0	114	198	15	13
18	17	0	114	150	15	9
18	17	0	114	177	15	5
18	17	0	114	177	15	11
18	17	0	114	177	15	9
18	17	0	114	120	15	9
18	17	0	114	121	15	13
18	17	0	114	170	15	13
18	17	0	114	231	15	14
18	17	0	114	222	15	9
18	17	0	114	198	15	9
18	17	0	114	142	15	5
18	17	0	114	146	15	15
18	17	0	114	174	15	12
18	17	0	114	225	15	5
18	17	0	114	120	15	7
18	17	0	114	198	15	6
18	17	0	114	169	15	11
18	17	0	114	163	15	5
18	17	0	114	139	15	4
18	17	0	114	170	15	12
18	17	0	114	169	15	15
18	17	0	114	169	15	14
18	17	0	114	172	15	12
18	17	0	114	168	15	4
18	17	0	114	173	15	10
18	17	0	114	169	15	13
18	17	0	114	168	15	4
18	17	0	114	158	15	5
18	17	0	114	162	15	5
18	17	0	114	164	15	10
18	17	0	114	164	15	15
18	17	0	114	175	15	4
18	17	0	114	199	15	8
18	17	0	114	199	15	7
18	17	0	114	201	15	8
18	17	0	114	202	15	8
18	17	0	114	175	15	5
18	17	0	114	164	15	12
18	17	0	114	162	15	8
18	17	0	114	146	15	10
18	17	0	114	146	15	11
18	17	0	114	146	15	13
18	17	0	114	143	15	9
18	17	0	114	144	15	13
18	17	0	114	140	15	4
18	17	0	114	144	15	12
18	17	0	114	162	15	14
18	17	0	114	161	15	10
18	17	0	114	160	15	15
18	17	0	114	159	15	4
18	17	0	114	159	15	7
18	17	0	114	153	15	10
18	17	0	114	177	15	8
18	17	0	114	165	15	9
18	17	0	114	160	15	7
18	17	0	114	151	15	12
18	17	0	114	138	15	11
18	17	0	114	125	15	13
18	17	0	114	162	15	10
18	17	0	114	161	15	15
18	17	0	114	147	15	4
18	17	0	114	177	15	15
18	17	0	114	176	15	12
18	17	0	114	176	15	8
18	17	0	114	175	15	11
18	17	0	114	170	15	11
18	17	0	114	162	15	5
18	17	0	114	160	15	4
18	17	0	114	159	15	7
18	17	0	114	143	15	6
18	17	0	114	146	15	14
18	17	0	114	145	15	6
18	17	0	114	143	15	9
18	17	0	114	128	15	12
18	17	0	114	128	15	10
18	17	0	114	151	15	13
18	17	0	114	146	15	13
18	17	0	114	145	15	7
18	17	0	114	145	15	5
18	17	0	114	144	15	9
18	17	0	114	131	15	12
18	17	0	114	148	15	13
18	17	0	114	147	15	11
18	17	0	114	143	15	10
18	17	0	114	162	15	7
18	17	0	114	147	15	8
18	17	0	114	143	15	11
18	17	0	114	135	15	6
18	17	0	114	146	15	10
18	17	0	114	145	15	11
18	17	0	114	172	15	14
18	17	0	114	147	15	12
18	17	0	114	145	15	11
18	17	0	114	148	15	15
18	17	0	114	147	15	11
18	17	0	114	121	15	12
18	17	0	114	142	15	8
18	17	0	114	140	15	13
18	17	0	114	138	15	9
18	17	0	114	134	15	6
18	17	0	114	130	15	10
18	17	0	114	230	15	11
18	17	0	114	172	15	6
18	17	0	114	157	15	13
18	17	0	114	146	15	8
18	17	0	114	169	15	13
18	17	0	114	169	15	15
18	17	0	114	144	15	5
18	17	0	114	142	15	7
18	17	0	114	148	15	13
18	17	0	114	138	15	12
18	17	0	114	176	15	15
18	17	0	114	176	15	13
18	17	0	114	176	15	5
18	17	0	114	163	15	12
18	17	0	114	138	15	14
18	17	0	114	134	15	11
18	17	0	114	169	15	10
18	17	0	114	166	15	11
18	17	0	114	153	15	8
18	17	0	114	125	15	5
18	17	0	114	125	15	12
18	17	0	114	177	15	10
18	17	0	114	145	15	10
18	17	0	114	159	15	10
18	17	0	114	151	15	5
18	17	0	114	146	15	5
18	17	0	114	145	15	4
18	17	0	114	151	15	12
18	17	0	114	137	15	11
18	17	0	114	136	15	15
18	17	0	114	153	15	8
18	17	0	114	130	15	6
18	17	0	114	129	15	15
18	17	0	114	125	15	6
18	17	0	114	136	15	4
18	17	0	114	134	15	5
18	17	0	114	145	15	9
18	17	0	114	145	15	9
18	17	0	114	145	15	10
18	17	0	114	239	15	9
18	17	0	114	218	15	7
18	17	0	114	220	15	14
18	17	0	114	236	15	13
18	17	0	114	230	15	8
18	17	0	114	209	15	13
18	17	0	114	207	15	4
18	17	0	114	209	15	13
18	17	0	114	208	15	12
18	17	0	114	200	15	12
18	17	0	114	196	15	5
18	17	0	114	177	15	14
18	17	0	114	208	15	10
18	17	0	114	206	15	11
18	17	0	114	169	15	10
18	17	0	114	169	15	5
18	17	0	114	169	15	11
18	17	0	114	199	15	9
18	17	0	114	193	15	5
18	17	0	114	168	15	7
18	17	0	114	219	15	13
18	17	0	114	197	15	14
18	17	0	114	223	15	6
18	17	0	114	212	15	6
18	17	0	114	208	15	10
18	17	0	114	197	15	15
18	17	0	114	217	15	5
18	17	0	114	201	15	6
18	17	0	114	193	15	8
18	17	0	114	156	15	13
18	17	0	114	164	15	10
18	17	0	114	150	15	12
18	17	0	114	148	15	12
18	17	0	114	147	15	15
18	17	0	114	144	15	9
18	17	0	114	170	15	4
18	17	0	114	162	15	7
18	17	0	114	157	15	8
18	17	0	114	157	15	5
18	17	0	114	154	15	6
18	17	0	114	153	15	7
18	17	0	114	163	15	9
18	17	0	114	211	15	12
18	17	0	114	218	15	12
18	17	0	114	137	15	13
18	17	0	114	137	15	9
18	17	0	114	232	15	4
18	17	0	114	120	15	14
18	17	0	114	118	15	9
18	17	0	114	235	15	10
18	17	0	114	235	15	13
18	17	0	114	238	15	5
18	17	0	114	133	15	9
18	17	0	114	235	15	8
18	17	0	114	236	15	7
18	17	0	114	231	15	9
18	17	0	114	234	15	7
18	17	0	114	235	15	14
18	17	0	114	242	15	15
18	17	0	114	120	15	15
18	17	0	114	243	15	11
18	17	0	114	237	15	7
18	17	0	114	243	15	13
18	17	0	114	245	15	12
18	17	0	114	234	15	6
18	17	0	114	237	15	14
18	17	0	114	240	15	15
18	17	0	114	245	15	12
18	17	0	114	120	15	10
18	17	0	114	151	15	10
18	17	0	114	139	15	10
18	17	0	114	139	15	12
18	17	0	114	139	15	10
18	17	0	114	141	15	4
18	17	0	114	118	15	10
18	17	0	114	147	15	4
18	17	0	114	236	15	7
18	17	0	114	241	15	9
18	17	0	114	241	15	4
18	17	0	114	117	15	4
18	17	0	114	242	15	7
18	17	0	114	243	15	4
18	17	0	114	239	15	5
18	17	0	114	234	15	12
18	17	0	114	117	15	7
18	17	0	114	210	15	5
18	17	0	114	210	15	6
18	17	0	114	208	15	11
18	17	0	114	215	15	13
18	17	0	114	116	15	14
18	17	0	114	216	15	8
18	17	0	114	222	15	7
18	17	0	114	223	15	11
18	17	0	114	123	15	11
