Best_Mag	Petro_Mag_g	Difference	My_RA	CSC_RA	My_DEC	CSC_DEC
18	17	0	114	148	15	7
18	17	0	114	153	15	9
18	17	0	114	149	15	5
18	17	0	114	151	15	11
18	17	0	114	151	15	9
18	17	0	114	152	15	15
18	17	0	114	152	15	10
18	17	0	114	165	15	4
18	17	0	114	166	15	8
18	17	0	114	157	15	9
